Tick,State,Ants
1,Inactive,200
501,Inactive,200
1001,Inactive,200
1501,Inactive,187
1501,Scouting,13
2001,Inactive,167
2001,Scouting,33
2501,Scouting,44
2501,Inactive,156
3001,Scouting,44
3001,Inactive,156
3501,Scouting,44
3501,Inactive,156
4001,Scouting,44
4001,Inactive,156
4501,Scouting,44
4501,Inactive,156
5001,Scouting,44
5001,Inactive,156
5501,Scouting,44
5501,Inactive,156
6001,Scouting,44
6001,Inactive,156
6501,Scouting,44
6501,Inactive,156
7001,Scouting,44
7001,Inactive,156
7501,Scouting,44
7501,Inactive,156
8001,Scouting,44
8001,Inactive,156
8501,Scouting,44
8501,Inactive,156
9001,Scouting,44
9001,Inactive,156
9501,Scouting,43
9501,Assessing,1
9501,Inactive,156
10001,Scouting,43
10001,Assessing,1
10001,Inactive,156
10501,Scouting,43
10501,Assessing,1
10501,Inactive,156
11001,Scouting,43
11001,Assessing,1
11001,Inactive,156
11501,Scouting,43
11501,Assessing,1
11501,Inactive,156
12001,Scouting,43
12001,Assessing,1
12001,Inactive,156
12501,Scouting,43
12501,Assessing,1
12501,Inactive,156
13001,Scouting,43
13001,Assessing,1
13001,Inactive,156
13501,Scouting,43
13501,Assessing,1
13501,Inactive,156
14001,Scouting,43
14001,Assessing,1
14001,Inactive,156
14501,Scouting,43
14501,Assessing,1
14501,Inactive,156
15001,Scouting,43
15001,Assessing,1
15001,Inactive,156
15501,Scouting,43
15501,Assessing,1
15501,Inactive,156
16001,Scouting,43
16001,Assessing,1
16001,Inactive,156
16501,Scouting,43
16501,Assessing,1
16501,Inactive,156
17001,Scouting,43
17001,Assessing,1
17001,Inactive,156
17501,Scouting,43
17501,Assessing,1
17501,Inactive,156
18001,Scouting,42
18001,Assessing,2
18001,Inactive,156
18501,Scouting,42
18501,Assessing,2
18501,Inactive,156
19001,Scouting,42
19001,Assessing,2
19001,Inactive,156
19501,Scouting,42
19501,Assessing,2
19501,Inactive,156
20001,Scouting,42
20001,Assessing,2
20001,Inactive,156
20501,Scouting,42
20501,Assessing,2
20501,Inactive,156
21001,Scouting,42
21001,Assessing,2
21001,Inactive,156
21501,Scouting,42
21501,Assessing,2
21501,Inactive,156
22001,Scouting,42
22001,Assessing,2
22001,Inactive,156
22501,Scouting,42
22501,Assessing,2
22501,Inactive,156
23001,Scouting,42
23001,Assessing,2
23001,Inactive,156
23501,Scouting,42
23501,Assessing,2
23501,Inactive,156
24001,Scouting,42
24001,Assessing,2
24001,Inactive,156
24501,Scouting,42
24501,Assessing,2
24501,Inactive,156
25001,Scouting,42
25001,Assessing,2
25001,Inactive,156
25501,Scouting,42
25501,Assessing,2
25501,Inactive,156
26001,Scouting,41
26001,Assessing,3
26001,Inactive,156
26501,Scouting,41
26501,Assessing,3
26501,Inactive,156
27001,Scouting,41
27001,Assessing,3
27001,Inactive,156
27501,Scouting,41
27501,Assessing,3
27501,Inactive,156
28001,Scouting,41
28001,Assessing,3
28001,Inactive,156
28501,Scouting,41
28501,Assessing,3
28501,Inactive,156
29001,Scouting,41
29001,Assessing,3
29001,Inactive,156
29501,Scouting,41
29501,Assessing,3
29501,Inactive,156
30001,Scouting,41
30001,Assessing,3
30001,Inactive,156
30501,Scouting,41
30501,Assessing,3
30501,Inactive,156
31001,Scouting,40
31001,Assessing,4
31001,Inactive,156
31501,Scouting,40
31501,Assessing,4
31501,Inactive,156
32001,Scouting,40
32001,Assessing,4
32001,Inactive,156
32501,Scouting,40
32501,Assessing,4
32501,Inactive,156
33001,Scouting,40
33001,Recruiting,1
33001,Assessing,3
33001,Inactive,156
33501,Scouting,40
33501,Recruiting,1
33501,Assessing,3
33501,Inactive,156
34001,Scouting,40
34001,Recruiting,1
34001,Assessing,3
34001,Inactive,156
34501,Scouting,40
34501,Recruiting,1
34501,Assessing,3
34501,Inactive,156
35001,Scouting,40
35001,Recruiting,1
35001,Assessing,3
35001,Inactive,156
35501,Scouting,40
35501,Recruiting,1
35501,Assessing,3
35501,Inactive,156
36001,Scouting,40
36001,Recruiting,1
36001,Assessing,3
36001,Inactive,156
36501,Scouting,40
36501,Recruiting,1
36501,Assessing,3
36501,Inactive,156
37001,Scouting,40
37001,Recruiting,1
37001,Assessing,3
37001,Inactive,156
37501,Scouting,40
37501,Recruiting,1
37501,Assessing,3
37501,Inactive,156
38001,Scouting,40
38001,Assessing,4
38001,Inactive,156
38501,Scouting,40
38501,Assessing,4
38501,Inactive,156
39001,Scouting,40
39001,Assessing,4
39001,Inactive,156
39501,Scouting,40
39501,Assessing,4
39501,Inactive,156
40001,Scouting,40
40001,Assessing,4
40001,Inactive,156
40501,Scouting,40
40501,Assessing,4
40501,Inactive,156
41001,Scouting,39
41001,Assessing,5
41001,Inactive,156
41501,Scouting,39
41501,Assessing,4
41501,Recruiting,1
41501,Inactive,156
42001,Scouting,39
42001,Assessing,4
42001,Recruiting,1
42001,Inactive,156
42501,Scouting,39
42501,Assessing,4
42501,Recruiting,1
42501,Inactive,156
43001,Scouting,38
43001,Assessing,4
43001,Following,1
43001,Recruiting,1
43001,Inactive,156
43501,Scouting,38
43501,Assessing,4
43501,Following,1
43501,Recruiting,1
43501,Inactive,156
44001,Scouting,38
44001,Assessing,4
44001,Following,1
44001,Recruiting,1
44001,Inactive,156
44501,Scouting,38
44501,Assessing,4
44501,Following,1
44501,Recruiting,1
44501,Inactive,156
45001,Scouting,38
45001,Assessing,4
45001,Following,1
45001,Recruiting,1
45001,Inactive,156
45501,Scouting,38
45501,Assessing,4
45501,Following,1
45501,Recruiting,1
45501,Inactive,156
46001,Scouting,38
46001,Assessing,4
46001,Following,1
46001,Recruiting,1
46001,Inactive,156
46501,Scouting,35
46501,Assessing,8
46501,Recruiting,1
46501,Inactive,156
47001,Scouting,35
47001,Assessing,8
47001,Recruiting,1
47001,Inactive,156
47501,Scouting,35
47501,Assessing,8
47501,Recruiting,1
47501,Inactive,156
48001,Scouting,35
48001,Assessing,8
48001,Recruiting,1
48001,Inactive,156
48501,Scouting,34
48501,Assessing,8
48501,Following,1
48501,Recruiting,1
48501,Inactive,156
49001,Scouting,34
49001,Assessing,8
49001,Following,1
49001,Recruiting,1
49001,Inactive,156
49501,Scouting,36
49501,Assessing,7
49501,Recruiting,1
49501,Inactive,156
50001,Scouting,36
50001,Assessing,7
50001,Recruiting,1
50001,Inactive,156
50501,Scouting,36
50501,Assessing,7
50501,Recruiting,1
50501,Inactive,156
51001,Scouting,35
51001,Assessing,8
51001,Recruiting,1
51001,Inactive,156
51501,Scouting,33
51501,Assessing,10
51501,Recruiting,1
51501,Inactive,156
52001,Scouting,33
52001,Assessing,10
52001,Recruiting,1
52001,Inactive,156
52501,Scouting,32
52501,Assessing,10
52501,Recruiting,2
52501,Inactive,156
53001,Scouting,32
53001,Assessing,10
53001,Recruiting,2
53001,Inactive,156
53501,Scouting,32
53501,Assessing,10
