Tick,State,Ants
1,Inactive,200
501,Inactive,200
1001,Inactive,200
1501,Inactive,181
1501,Scouting,19
2001,Inactive,160
2001,Scouting,40
2501,Scouting,49
2501,Inactive,151
3001,Scouting,49
3001,Inactive,151
3501,Scouting,49
3501,Inactive,151
4001,Scouting,50
4001,Inactive,150
4501,Scouting,50
4501,Inactive,150
5001,Scouting,49
5001,Assessing,1
5001,Inactive,150
5501,Scouting,48
5501,Assessing,2
5501,Inactive,150
6001,Scouting,48
6001,Assessing,2
6001,Inactive,150
6501,Scouting,48
6501,Assessing,2
6501,Inactive,150
7001,Scouting,47
7001,Assessing,3
7001,Inactive,150
7501,Scouting,47
7501,Assessing,3
7501,Inactive,150
8001,Scouting,47
8001,Assessing,3
8001,Inactive,150
8501,Scouting,47
8501,Assessing,3
8501,Inactive,150
9001,Scouting,47
9001,Assessing,3
9001,Inactive,150
9501,Scouting,46
9501,Assessing,4
9501,Inactive,150
10001,Scouting,46
10001,Assessing,4
10001,Inactive,150
10501,Scouting,46
10501,Assessing,4
10501,Inactive,150
11001,Scouting,45
11001,Assessing,5
11001,Inactive,150
11501,Scouting,45
11501,Assessing,5
11501,Inactive,150
12001,Scouting,43
12001,Assessing,7
12001,Inactive,150
12501,Scouting,43
12501,Assessing,7
12501,Inactive,150
13001,Scouting,42
13001,Assessing,8
13001,Inactive,150
13501,Scouting,41
13501,Assessing,9
13501,Inactive,150
14001,Scouting,41
14001,Assessing,9
14001,Inactive,150
14501,Scouting,41
14501,Assessing,9
14501,Inactive,150
15001,Scouting,40
15001,Assessing,10
15001,Inactive,150
15501,Scouting,39
15501,Assessing,11
15501,Inactive,150
16001,Scouting,39
16001,Assessing,11
16001,Inactive,150
16501,Scouting,39
16501,Assessing,11
16501,Inactive,150
17001,Scouting,39
17001,Assessing,11
17001,Inactive,150
17501,Scouting,39
17501,Assessing,11
17501,Inactive,150
18001,Scouting,39
18001,Assessing,11
18001,Inactive,150
18501,Scouting,39
18501,Assessing,11
18501,Inactive,150
19001,Scouting,39
19001,Assessing,11
19001,Inactive,150
19501,Scouting,39
19501,Assessing,11
19501,Inactive,150
20001,Scouting,39
20001,Assessing,11
20001,Inactive,150
20501,Scouting,39
20501,Assessing,9
20501,Recruiting,2
20501,Inactive,150
21001,Scouting,39
21001,Assessing,9
21001,Recruiting,2
21001,Inactive,150
21501,Scouting,39
21501,Assessing,9
21501,Recruiting,2
21501,Inactive,150
22001,Scouting,39
22001,Assessing,9
22001,Recruiting,2
22001,Inactive,150
22501,Scouting,36
22501,Assessing,12
22501,Recruiting,2
22501,Inactive,150
23001,Scouting,36
23001,Assessing,12
23001,Recruiting,2
23001,Inactive,150
23501,Scouting,35
23501,Assessing,13
23501,Recruiting,2
23501,Inactive,150
24001,Scouting,35
24001,Assessing,12
24001,Recruiting,3
24001,Inactive,150
24501,Scouting,36
24501,Assessing,11
24501,Recruiting,3
24501,Inactive,150
25001,Scouting,35
25001,Assessing,12
25001,Recruiting,3
25001,Inactive,150
25501,Scouting,35
25501,Assessing,12
25501,Recruiting,3
25501,Inactive,150
26001,Scouting,35
26001,Assessing,11
26001,Inactive,152
26001,Recruiting,2
26501,Scouting,35
26501,Assessing,11
26501,Inactive,152
26501,Recruiting,2
27001,Scouting,35
27001,Inactive,153
27001,Assessing,9
27001,Recruiting,3
27501,Scouting,35
27501,Inactive,153
27501,Assessing,9
27501,Recruiting,3
28001,Scouting,35
28001,Inactive,153
28001,Assessing,9
28001,Recruiting,3
28501,Scouting,35
28501,Inactive,153
28501,Recruiting,4
28501,Assessing,8
29001,Scouting,36
29001,Recruiting,5
29001,Inactive,152
29001,Assessing,7
29501,Scouting,36
29501,Recruiting,5
29501,Inactive,152
29501,Assessing,7
30001,Scouting,35
30001,Recruiting,5
30001,Inactive,153
30001,Assessing,7
30501,Scouting,34
30501,Recruiting,4
30501,Inactive,155
30501,Assessing,6
30501,Reversing,1
31001,Scouting,34
31001,Recruiting,4
31001,Inactive,154
31001,Assessing,6
31001,Reversing,1
31001,Following,1
31501,Scouting,34
31501,Recruiting,5
31501,Inactive,154
31501,Assessing,5
31501,Reversing,1
31501,Following,1
32001,Scouting,32
32001,Assessing,6
32001,Recruiting,4
32001,Inactive,155
32001,Reversing,2
32001,Following,1
32501,Scouting,31
32501,Assessing,7
32501,Recruiting,4
32501,Inactive,154
32501,Reversing,2
32501,Following,2
33001,Scouting,31
33001,Assessing,7
33001,Recruiting,4
33001,Inactive,154
33001,Reversing,2
33001,Following,2
33501,Scouting,31
33501,Assessing,7
33501,Recruiting,4
33501,Inactive,154
33501,Reversing,2
33501,Following,2
34001,Scouting,31
34001,Assessing,8
34001,Recruiting,4
34001,Inactive,153
34001,Reversing,2
34001,Following,2
34501,Scouting,30
34501,Assessing,8
34501,Recruiting,4
34501,Inactive,154
34501,Reversing,2
34501,Following,2
35001,Assessing,10
35001,Scouting,28
35001,Recruiting,4
35001,Inactive,154
35001,Reversing,2
35001,Following,2
35501,Assessing,10
35501,Scouting,28
35501,Recruiting,4
35501,Inactive,154
35501,Reversing,2
35501,Following,2
36001,Assessing,10
36001,Scouting,28
36001,Recruiting,4
36001,Inactive,154
36001,Reversing,2
36001,Following,2
36501,Assessing,11
36501,Scouting,28
36501,Recruiting,5
36501,Inactive,154
36501,Following,1
36501,Reversing,1
37001,Assessing,11
37001,Scouting,28
37001,Recruiting,6
37001,Inactive,154
37001,Reversing,1
37501,Assessing,11
37501,Scouting,28
37501,Recruiting,7
37501,Inactive,154
38001,Assessing,11
38001,Scouting,27
38001,Recruiting,8
38001,Inactive,154
38501,Assessing,8
38501,Scouting,27
38501,Recruiting,11
38501,Inactive,154
39001,Assessing,9
39001,Scouting,26
39001,Recruiting,11
39001,Inactive,154
39501,Assessing,9
39501,Scouting,27
39501,Recruiting,11
39501,Inactive,153
40001,Assessing,8
40001,Scouting,26
40001,Recruiting,11
40001,Inactive,154
40001,Reversing,1
40501,Assessing,8
40501,Scouting,25
40501,Recruiting,9
40501,Inactive,154
40501,Following,1
40501,Reversing,3
41001,Assessing,8
41001,Scouting,25
41001,Recruiting,11
41001,Inactive,154
41001,Following,1
41001,Reversing,1
41501,Assessing,8
41501,Scouting,26
41501,Recruiting,11
41501,Inactive,153
41501,Following,1
41501,Reversing,1
42001,Assessing,8
42001,Scouting,27
42001,Recruiting,11
42001,Following,1
42001,Reversing,1
42001,Inactive,152
42501,Assessing,8
42501,Scouting,27
42501,Recruiting,11
42501,Following,1
42501,Reversing,1
42501,Inactive,152
43001,Assessing,8
43001,Scouting,27
43001,Recruiting,10
43001,Following,1
43001,Reversing,2
43001,Inactive,152
43501,Assessing,8
43501,Scouting,27
43501,Recruiting,10
43501,Following,1
43501,Reversing,2
43501,Inactive,152
44001,Assessing,8
44001,Scouting,26
44001,Recruiting,11
44001,Following,1
44001,Inactive,153
44001,Reversing,1
