Tick,State,Ants
1,Inactive,200
501,Inactive,200
1001,Inactive,200
1501,Inactive,187
1501,Scouting,13
2001,Inactive,175
2001,Scouting,25
2501,Scouting,39
2501,Inactive,161
3001,Scouting,39
3001,Inactive,161
3501,Scouting,39
3501,Inactive,161
4001,Scouting,39
4001,Inactive,161
4501,Scouting,39
4501,Inactive,161
5001,Scouting,39
5001,Inactive,161
5501,Scouting,39
5501,Inactive,161
6001,Scouting,39
6001,Inactive,161
6501,Scouting,39
6501,Inactive,161
7001,Scouting,39
7001,Assessing,1
7001,Inactive,160
7501,Scouting,39
7501,Assessing,1
7501,Inactive,160
8001,Scouting,38
8001,Assessing,2
8001,Inactive,160
8501,Scouting,38
8501,Assessing,2
8501,Inactive,160
9001,Scouting,38
9001,Assessing,2
9001,Inactive,160
9501,Scouting,37
9501,Assessing,3
9501,Inactive,160
10001,Scouting,37
10001,Assessing,3
10001,Inactive,160
10501,Scouting,36
10501,Assessing,4
10501,Inactive,160
11001,Scouting,36
11001,Assessing,4
11001,Inactive,160
11501,Scouting,36
11501,Assessing,4
11501,Inactive,160
12001,Scouting,35
12001,Assessing,5
12001,Inactive,160
12501,Scouting,35
12501,Assessing,5
12501,Inactive,160
13001,Scouting,34
13001,Assessing,6
13001,Inactive,160
13501,Scouting,34
13501,Assessing,6
13501,Inactive,160
14001,Scouting,34
14001,Assessing,6
14001,Inactive,160
14501,Scouting,34
14501,Assessing,6
14501,Inactive,160
15001,Scouting,32
15001,Assessing,8
15001,Inactive,160
15501,Scouting,31
15501,Assessing,9
15501,Inactive,160
16001,Scouting,31
16001,Assessing,9
16001,Inactive,160
16501,Scouting,31
16501,Assessing,9
16501,Inactive,160
17001,Scouting,31
17001,Assessing,9
17001,Inactive,160
17501,Scouting,31
17501,Assessing,9
17501,Inactive,160
18001,Scouting,31
18001,Assessing,9
18001,Inactive,160
18501,Scouting,31
18501,Assessing,9
18501,Inactive,160
19001,Scouting,31
19001,Assessing,9
19001,Inactive,160
19501,Scouting,31
19501,Assessing,9
19501,Inactive,160
20001,Scouting,30
20001,Assessing,10
20001,Inactive,160
20501,Scouting,30
20501,Assessing,10
20501,Inactive,160
21001,Scouting,30
21001,Assessing,10
21001,Inactive,160
21501,Scouting,30
21501,Assessing,10
21501,Inactive,160
22001,Scouting,30
22001,Assessing,10
22001,Inactive,160
22501,Scouting,30
22501,Assessing,10
22501,Inactive,160
23001,Scouting,30
23001,Assessing,10
23001,Inactive,160
23501,Scouting,31
23501,Assessing,9
23501,Inactive,160
24001,Scouting,31
24001,Assessing,9
24001,Inactive,160
24501,Scouting,31
24501,Assessing,9
24501,Inactive,160
25001,Scouting,31
25001,Assessing,9
25001,Inactive,160
25501,Scouting,31
25501,Assessing,9
25501,Inactive,160
26001,Scouting,31
26001,Assessing,9
26001,Inactive,160
26501,Scouting,32
26501,Assessing,8
26501,Inactive,160
27001,Scouting,32
27001,Assessing,8
27001,Inactive,160
27501,Scouting,32
27501,Assessing,8
27501,Inactive,160
28001,Scouting,31
28001,Assessing,9
28001,Inactive,160
28501,Scouting,33
28501,Assessing,7
28501,Inactive,160
29001,Scouting,33
29001,Assessing,7
29001,Inactive,160
29501,Scouting,33
29501,Assessing,7
29501,Inactive,160
30001,Scouting,32
30001,Assessing,8
30001,Inactive,160
30501,Scouting,33
30501,Assessing,7
30501,Inactive,160
31001,Scouting,33
31001,Assessing,7
31001,Inactive,160
31501,Scouting,33
31501,Assessing,7
31501,Inactive,160
32001,Scouting,32
32001,Assessing,8
32001,Inactive,160
32501,Scouting,31
32501,Assessing,9
32501,Inactive,160
33001,Scouting,31
33001,Assessing,9
33001,Inactive,160
33501,Scouting,30
33501,Assessing,10
33501,Inactive,160
34001,Scouting,29
34001,Assessing,10
34001,Recruiting,1
34001,Inactive,160
34501,Scouting,29
34501,Assessing,10
34501,Recruiting,1
34501,Inactive,160
35001,Scouting,28
35001,Assessing,10
35001,Recruiting,1
35001,Following,1
35001,Inactive,160
35501,Scouting,28
35501,Assessing,10
35501,Recruiting,1
35501,Following,1
35501,Inactive,160
36001,Scouting,28
36001,Assessing,10
36001,Recruiting,1
36001,Following,1
36001,Inactive,160
36501,Scouting,28
36501,Assessing,10
36501,Recruiting,1
36501,Following,1
36501,Inactive,160
37001,Scouting,28
37001,Assessing,10
37001,Recruiting,2
37001,Inactive,160
37501,Scouting,26
37501,Assessing,11
37501,Following,1
37501,Recruiting,2
37501,Inactive,160
38001,Scouting,26
38001,Assessing,11
38001,Following,1
38001,Recruiting,2
38001,Inactive,160
38501,Scouting,25
38501,Assessing,13
38501,Recruiting,2
38501,Inactive,160
39001,Scouting,25
39001,Assessing,13
39001,Recruiting,2
39001,Inactive,159
39001,Following,1
39501,Scouting,25
39501,Assessing,13
39501,Recruiting,2
39501,Inactive,159
39501,Following,1
40001,Scouting,25
40001,Assessing,13
40001,Recruiting,2
40001,Inactive,159
40001,Following,1
40501,Scouting,25
40501,Assessing,13
40501,Recruiting,2
40501,Inactive,159
40501,Following,1
41001,Scouting,25
41001,Assessing,13
41001,Recruiting,2
41001,Inactive,158
41001,Following,2
41501,Scouting,25
41501,Assessing,12
41501,Recruiting,3
41501,Inactive,158
41501,Following,2
42001,Scouting,25
42001,Assessing,12
42001,Recruiting,3
42001,Inactive,158
42001,Following,2
42501,Scouting,25
42501,Assessing,12
42501,Recruiting,3
42501,Inactive,158
42501,Following,2
43001,Scouting,25
43001,Assessing,12
43001,Recruiting,3
43001,Inactive,158
43001,Following,2
43501,Scouting,25
43501,Assessing,13
43501,Recruiting,3
43501,Inactive,157
43501,Following,2
44001,Scouting,24
44001,Assessing,12
44001,Following,3
44001,Recruiting,4
44001,Inactive,157
44501,Scouting,24
44501,Assessing,13
44501,Recruiting,4
44501,Inactive,157
44501,Following,2
45001,Scouting,24
45001,Assessing,13
45001,Recruiting,4
45001,Inactive,157
45001,Following,2
45501,Scouting,24
45501,Assessing,14
45501,Recruiting,3
45501,Inactive,157
45501,Following,2
46001,Scouting,24
46001,Assessing,14
46001,Recruiting,3
46001,Inactive,157
46001,Following,2
46501,Scouting,24
46501,Assessing,15
46501,Recruiting,3
46501,Inactive,156
46501,Following,2
47001,Scouting,24
47001,Assessing,13
47001,Recruiting,5
47001,Inactive,156
47001,Following,2
47501,Scouting,22
47501,Assessing,14
47501,Recruiting,5
47501,Following,2
47501,Inactive,157
48001,Scouting,22
48001,Recruiting,6
48001,Assessing,13
48001,Following,2
48001,Inactive,157
48501,Scouting,20
48501,Recruiting,6
48501,Assessing,14
48501,Following,3
48501,Inactive,157
49001,Scouting,20
49001,Recruiting,6
49001,Assessing,14
49001,Following,3
49001,Inactive,157
49501,Scouting,20
49501,Recruiting,6
49501,Assessing,14
49501,Following,4
49501,Inactive,156
50001,Scouting,20
50001,Recruiting,6
50001,Assessing,14
50001,Following,4
50001,Inactive,156
50501,Scouting,21
