Tick,State,Ants
1,Inactive,200
501,Inactive,200
1001,Inactive,200
1501,Inactive,182
1501,Scouting,18
2001,Inactive,164
2001,Scouting,36
2501,Scouting,47
2501,Inactive,153
3001,Scouting,47
3001,Inactive,153
3501,Scouting,47
3501,Inactive,153
4001,Scouting,47
4001,Inactive,153
4501,Scouting,47
4501,Inactive,153
5001,Scouting,47
5001,Inactive,153
5501,Scouting,47
5501,Inactive,153
6001,Scouting,47
6001,Inactive,153
6501,Scouting,46
6501,Assessing,1
6501,Inactive,153
7001,Scouting,46
7001,Assessing,1
7001,Inactive,153
7501,Scouting,46
7501,Assessing,1
7501,Inactive,153
8001,Scouting,46
8001,Assessing,1
8001,Inactive,153
8501,Scouting,46
8501,Assessing,1
8501,Inactive,153
9001,Scouting,46
9001,Assessing,1
9001,Inactive,153
9501,Scouting,46
9501,Assessing,1
9501,Inactive,153
10001,Scouting,46
10001,Assessing,1
10001,Inactive,153
10501,Scouting,46
10501,Assessing,1
10501,Inactive,153
11001,Scouting,46
11001,Assessing,1
11001,Inactive,153
11501,Scouting,46
11501,Assessing,1
11501,Inactive,153
12001,Scouting,46
12001,Assessing,1
12001,Inactive,153
12501,Scouting,46
12501,Assessing,1
12501,Inactive,153
13001,Scouting,46
13001,Assessing,1
13001,Inactive,153
13501,Scouting,46
13501,Assessing,1
13501,Inactive,153
14001,Scouting,46
14001,Assessing,1
14001,Inactive,153
14501,Scouting,46
14501,Assessing,1
14501,Inactive,153
15001,Scouting,46
15001,Assessing,1
15001,Inactive,153
15501,Scouting,46
15501,Assessing,1
15501,Inactive,153
16001,Scouting,46
16001,Assessing,1
16001,Inactive,153
16501,Scouting,46
16501,Assessing,1
16501,Inactive,153
17001,Scouting,46
17001,Assessing,1
17001,Inactive,153
17501,Scouting,46
17501,Assessing,1
17501,Inactive,153
18001,Scouting,46
18001,Assessing,1
18001,Inactive,153
18501,Scouting,46
18501,Assessing,1
18501,Inactive,153
19001,Scouting,46
19001,Assessing,1
19001,Inactive,153
19501,Scouting,46
19501,Assessing,1
19501,Inactive,153
20001,Scouting,46
20001,Assessing,1
20001,Inactive,153
20501,Scouting,46
20501,Assessing,1
20501,Inactive,153
21001,Scouting,46
21001,Assessing,1
21001,Inactive,153
21501,Scouting,45
21501,Assessing,2
21501,Inactive,153
22001,Scouting,45
22001,Assessing,2
22001,Inactive,153
22501,Scouting,45
22501,Assessing,2
22501,Inactive,153
23001,Scouting,45
23001,Assessing,2
23001,Inactive,153
23501,Scouting,44
23501,Assessing,3
23501,Inactive,153
24001,Scouting,44
24001,Assessing,3
24001,Inactive,153
24501,Scouting,44
24501,Assessing,3
24501,Inactive,153
25001,Scouting,44
25001,Assessing,3
25001,Inactive,153
25501,Scouting,44
25501,Assessing,3
25501,Inactive,153
26001,Scouting,44
26001,Assessing,3
26001,Inactive,153
26501,Scouting,44
26501,Assessing,3
26501,Inactive,153
27001,Scouting,44
27001,Assessing,3
27001,Inactive,153
27501,Scouting,44
27501,Assessing,3
27501,Inactive,153
28001,Scouting,43
28001,Assessing,4
28001,Inactive,153
28501,Scouting,43
28501,Assessing,4
28501,Inactive,153
29001,Scouting,43
29001,Assessing,4
29001,Inactive,153
29501,Scouting,43
29501,Assessing,4
29501,Inactive,153
30001,Scouting,43
30001,Assessing,4
30001,Inactive,153
30501,Scouting,43
30501,Assessing,4
30501,Inactive,153
31001,Scouting,43
31001,Assessing,4
31001,Inactive,153
31501,Scouting,43
31501,Assessing,4
31501,Inactive,153
32001,Scouting,42
32001,Assessing,5
32001,Inactive,153
32501,Scouting,42
32501,Assessing,5
32501,Inactive,153
33001,Scouting,42
33001,Assessing,5
33001,Inactive,153
33501,Scouting,42
33501,Assessing,5
33501,Inactive,153
34001,Scouting,42
34001,Assessing,5
34001,Inactive,153
34501,Scouting,42
34501,Assessing,5
34501,Inactive,153
35001,Scouting,42
35001,Assessing,5
35001,Inactive,153
35501,Scouting,41
35501,Assessing,6
35501,Inactive,153
36001,Scouting,41
36001,Assessing,6
36001,Inactive,153
36501,Scouting,41
36501,Assessing,6
36501,Inactive,153
37001,Scouting,41
37001,Assessing,6
37001,Inactive,153
37501,Scouting,41
37501,Assessing,6
37501,Inactive,153
38001,Scouting,42
38001,Assessing,5
38001,Inactive,153
38501,Scouting,43
38501,Assessing,4
38501,Inactive,153
39001,Scouting,44
39001,Assessing,3
39001,Inactive,153
39501,Scouting,44
39501,Assessing,3
39501,Inactive,153
40001,Scouting,44
40001,Assessing,3
40001,Inactive,153
40501,Scouting,44
40501,Assessing,3
40501,Inactive,153
41001,Scouting,44
41001,Assessing,3
41001,Inactive,153
41501,Scouting,43
41501,Assessing,4
41501,Inactive,153
42001,Scouting,43
42001,Assessing,4
42001,Inactive,153
42501,Scouting,42
42501,Assessing,4
42501,Recruiting,1
42501,Inactive,153
43001,Scouting,42
43001,Assessing,4
43001,Recruiting,1
43001,Inactive,153
43501,Scouting,41
43501,Assessing,5
43501,Recruiting,1
43501,Inactive,153
44001,Scouting,41
44001,Assessing,5
44001,Recruiting,1
44001,Inactive,153
44501,Scouting,41
44501,Assessing,5
44501,Recruiting,1
44501,Inactive,153
45001,Scouting,41
45001,Assessing,5
45001,Recruiting,1
45001,Inactive,153
45501,Scouting,41
45501,Assessing,5
45501,Recruiting,1
45501,Inactive,152
45501,Following,1
46001,Scouting,41
46001,Assessing,5
46001,Recruiting,1
46001,Inactive,152
46001,Following,1
46501,Scouting,42
46501,Recruiting,1
46501,Assessing,4
46501,Inactive,152
46501,Following,1
47001,Scouting,42
47001,Recruiting,1
47001,Assessing,4
47001,Inactive,152
47001,Following,1
47501,Scouting,42
47501,Recruiting,1
47501,Assessing,4
47501,Inactive,152
47501,Following,1
48001,Scouting,42
48001,Recruiting,1
48001,Assessing,4
48001,Inactive,152
48001,Following,1
48501,Scouting,42
48501,Recruiting,1
48501,Assessing,4
48501,Inactive,152
48501,Following,1
49001,Scouting,42
49001,Recruiting,1
49001,Assessing,4
49001,Inactive,152
49001,Following,1
49501,Scouting,42
49501,Recruiting,1
49501,Assessing,4
49501,Inactive,152
49501,Following,1
50001,Scouting,42
50001,Recruiting,1
50001,Assessing,5
50001,Inactive,152
50501,Scouting,42
50501,Recruiting,1
50501,Assessing,5
50501,Inactive,152
51001,Scouting,42
51001,Recruiting,1
51001,Assessing,5
51001,Inactive,152
51501,Scouting,42
51501,Recruiting,1
51501,Assessing,5
51501,Inactive,152
52001,Scouting,42
52001,Recruiting,2
52001,Assessing,4
52001,Inactive,152
52501,Scouting,42
52501,Recruiting,2
52501,Assessing,4
52501,Inactive,152
53001,Scouting,42
53001,Recruiting,2
53001,Assessing,4
53001,Inactive,152
53501,Scouting,42
53501,Recruiting,2
53501,Assessing,4
53501,Inactive,152
54001,Scouting,42
54001,Recruiting,2
54001,Assessing,4
54001,Inactive,151
54001,Following,1
54501,Scouting,42
