Tick,State,Ants
1,Inactive,200
501,Inactive,200
1001,Inactive,200
1501,Scouting,19
1501,Inactive,181
2001,Scouting,42
2001,Inactive,158
2501,Scouting,48
2501,Inactive,152
3001,Scouting,48
3001,Inactive,152
3501,Scouting,48
3501,Inactive,152
4001,Scouting,48
4001,Inactive,152
4501,Scouting,48
4501,Inactive,152
5001,Scouting,47
5001,Assessing,1
5001,Inactive,152
5501,Scouting,47
5501,Assessing,1
5501,Inactive,152
6001,Scouting,47
6001,Assessing,1
6001,Inactive,152
6501,Scouting,45
6501,Assessing,3
6501,Inactive,152
7001,Scouting,43
7001,Assessing,5
7001,Inactive,152
7501,Scouting,42
7501,Assessing,6
7501,Inactive,152
8001,Scouting,41
8001,Assessing,7
8001,Inactive,152
8501,Scouting,40
8501,Assessing,8
8501,Inactive,152
9001,Scouting,40
9001,Assessing,8
9001,Inactive,152
9501,Scouting,39
9501,Assessing,9
9501,Inactive,152
10001,Scouting,39
10001,Assessing,9
10001,Inactive,152
10501,Scouting,38
10501,Assessing,10
10501,Inactive,152
11001,Scouting,38
11001,Assessing,10
11001,Inactive,152
11501,Scouting,36
11501,Assessing,12
11501,Inactive,152
12001,Scouting,36
12001,Assessing,12
12001,Inactive,152
12501,Scouting,36
12501,Assessing,12
12501,Inactive,152
13001,Scouting,36
13001,Assessing,12
13001,Inactive,152
13501,Scouting,36
13501,Assessing,12
13501,Inactive,152
14001,Scouting,34
14001,Assessing,14
14001,Inactive,152
14501,Scouting,34
14501,Assessing,14
14501,Inactive,152
15001,Scouting,33
15001,Assessing,15
15001,Inactive,152
15501,Scouting,33
15501,Assessing,15
15501,Inactive,152
16001,Scouting,33
16001,Assessing,15
16001,Inactive,152
16501,Scouting,33
16501,Assessing,15
16501,Inactive,152
17001,Scouting,33
17001,Assessing,15
17001,Inactive,152
17501,Scouting,31
17501,Assessing,17
17501,Inactive,152
18001,Scouting,31
18001,Assessing,17
18001,Inactive,152
18501,Scouting,30
18501,Assessing,18
18501,Inactive,152
19001,Scouting,30
19001,Assessing,18
19001,Inactive,152
19501,Scouting,30
19501,Assessing,18
19501,Inactive,152
20001,Scouting,29
20001,Assessing,19
20001,Inactive,152
20501,Scouting,29
20501,Assessing,19
20501,Inactive,152
21001,Scouting,29
21001,Assessing,19
21001,Inactive,152
21501,Scouting,29
21501,Assessing,18
21501,Recruiting,1
21501,Inactive,152
22001,Scouting,29
22001,Assessing,18
22001,Recruiting,1
22001,Inactive,152
22501,Scouting,29
22501,Assessing,16
22501,Recruiting,3
22501,Inactive,152
23001,Scouting,31
23001,Assessing,14
23001,Recruiting,3
23001,Inactive,152
23501,Scouting,31
23501,Assessing,14
23501,Recruiting,3
23501,Inactive,152
24001,Scouting,31
24001,Assessing,12
24001,Recruiting,5
24001,Inactive,152
24501,Scouting,31
24501,Assessing,11
24501,Recruiting,6
24501,Inactive,152
25001,Scouting,31
25001,Assessing,10
25001,Recruiting,7
25001,Inactive,152
25501,Scouting,31
25501,Assessing,9
25501,Recruiting,8
25501,Inactive,152
26001,Scouting,29
26001,Assessing,10
26001,Recruiting,7
26001,Inactive,153
26001,Reversing,1
26501,Scouting,29
26501,Assessing,10
26501,Recruiting,8
26501,Inactive,153
27001,Scouting,28
27001,Assessing,10
27001,Recruiting,8
27001,Inactive,154
27501,Scouting,26
27501,Assessing,10
27501,Recruiting,8
27501,Inactive,154
27501,Following,2
28001,Scouting,27
28001,Assessing,10
28001,Recruiting,8
28001,Inactive,154
28001,Following,1
28501,Scouting,28
28501,Recruiting,8
28501,Assessing,9
28501,Following,2
28501,Reversing,1
28501,Inactive,152
29001,Scouting,27
29001,Recruiting,7
29001,Assessing,9
29001,Following,2
29001,Inactive,153
29001,Reversing,2
29501,Scouting,27
29501,Recruiting,7
29501,Assessing,9
29501,Following,2
29501,Inactive,153
29501,Reversing,2
30001,Scouting,27
30001,Recruiting,8
30001,Assessing,9
30001,Following,2
30001,Inactive,153
30001,Reversing,1
30501,Scouting,26
30501,Recruiting,8
30501,Assessing,8
30501,Inactive,153
30501,Reversing,2
30501,Following,3
31001,Scouting,26
31001,Recruiting,9
31001,Assessing,7
31001,Inactive,152
31001,Reversing,2
31001,Following,4
31501,Scouting,26
31501,Recruiting,9
31501,Assessing,7
31501,Inactive,152
31501,Reversing,2
31501,Following,4
32001,Scouting,26
32001,Recruiting,10
32001,Assessing,7
32001,Inactive,153
32001,Following,3
32001,Reversing,1
32501,Scouting,25
32501,Recruiting,10
32501,Assessing,8
32501,Inactive,153
32501,Following,3
32501,Reversing,1
33001,Scouting,25
33001,Recruiting,10
33001,Inactive,153
33001,Assessing,7
33001,Following,4
33001,Reversing,1
33501,Scouting,26
33501,Recruiting,10
33501,Assessing,7
33501,Following,4
33501,Inactive,152
33501,Reversing,1
34001,Scouting,27
34001,Recruiting,9
34001,Assessing,6
34001,Following,5
34001,Reversing,2
34001,Inactive,151
34501,Scouting,27
34501,Recruiting,9
34501,Assessing,6
34501,Following,5
34501,Reversing,2
34501,Inactive,151
35001,Scouting,27
35001,Recruiting,10
35001,Assessing,6
35001,Following,4
35001,Inactive,152
35001,Reversing,1
35501,Scouting,26
35501,Recruiting,10
35501,Assessing,7
35501,Following,4
35501,Inactive,152
35501,Reversing,1
36001,Scouting,26
36001,Recruiting,11
36001,Following,4
36001,Assessing,7
36001,Reversing,1
36001,Inactive,151
36501,Scouting,26
36501,Recruiting,9
36501,Following,5
36501,Assessing,7
36501,Reversing,3
36501,Inactive,150
37001,Scouting,26
37001,Recruiting,10
37001,Following,5
37001,Assessing,7
37001,Reversing,2
37001,Inactive,150
37501,Scouting,26
37501,Recruiting,12
37501,Assessing,8
37501,Following,3
37501,Reversing,1
37501,Inactive,150
38001,Scouting,26
38001,Recruiting,10
38001,Reversing,3
38001,Assessing,8
38001,Following,3
38001,Inactive,150
38501,Scouting,27
38501,Recruiting,12
38501,Assessing,7
38501,Following,3
38501,Reversing,1
38501,Inactive,150
39001,Scouting,25
39001,Recruiting,12
39001,Assessing,8
39001,Following,3
39001,Reversing,1
39001,Inactive,151
39501,Scouting,25
39501,Recruiting,12
39501,Assessing,9
39501,Reversing,1
39501,Inactive,151
39501,Following,2
40001,Scouting,25
40001,Recruiting,12
40001,Assessing,9
40001,Reversing,1
40001,Inactive,151
40001,Following,2
40501,Scouting,25
40501,Recruiting,11
40501,Assessing,9
40501,Reversing,2
40501,Following,3
40501,Inactive,150
41001,Scouting,25
41001,Recruiting,8
41001,Reversing,4
41001,Assessing,10
41001,Following,3
41001,Inactive,150
41501,Scouting,25
41501,Recruiting,10
41501,Reversing,3
41501,Assessing,9
41501,Following,3
41501,Inactive,150
42001,Scouting,24
42001,Recruiting,11
42001,Assessing,11
42001,Reversing,2
42001,Following,2
42001,Inactive,150
42501,Scouting,23
42501,Reversing,3
42501,Recruiting,10
42501,Assessing,11
42501,Inactive,151
