Tick,State,Ants
1,Inactive,200
501,Inactive,200
1001,Inactive,200
1501,Scouting,12
1501,Inactive,188
2001,Scouting,25
2001,Inactive,175
2501,Scouting,29
2501,Inactive,171
3001,Scouting,29
3001,Inactive,171
3501,Scouting,29
3501,Inactive,171
4001,Scouting,29
4001,Inactive,171
4501,Scouting,29
4501,Inactive,171
5001,Scouting,30
5001,Inactive,170
5501,Scouting,29
5501,Assessing,1
5501,Inactive,170
6001,Scouting,29
6001,Assessing,1
6001,Inactive,170
6501,Scouting,29
6501,Assessing,1
6501,Inactive,170
7001,Scouting,28
7001,Assessing,2
7001,Inactive,170
7501,Scouting,26
7501,Assessing,4
7501,Inactive,170
8001,Scouting,26
8001,Assessing,4
8001,Inactive,170
8501,Scouting,25
8501,Assessing,5
8501,Inactive,170
9001,Scouting,24
9001,Assessing,6
9001,Inactive,170
9501,Scouting,22
9501,Assessing,8
9501,Inactive,170
10001,Scouting,19
10001,Assessing,11
10001,Inactive,170
10501,Scouting,19
10501,Assessing,11
10501,Inactive,170
11001,Scouting,17
11001,Assessing,13
11001,Inactive,170
11501,Scouting,16
11501,Assessing,14
11501,Inactive,170
12001,Scouting,16
12001,Assessing,14
12001,Inactive,170
12501,Scouting,15
12501,Assessing,15
12501,Inactive,170
13001,Scouting,15
13001,Assessing,15
13001,Inactive,170
13501,Scouting,15
13501,Assessing,15
13501,Inactive,170
14001,Scouting,15
14001,Assessing,15
14001,Inactive,170
14501,Scouting,14
14501,Assessing,16
14501,Inactive,170
15001,Scouting,13
15001,Assessing,17
15001,Inactive,170
15501,Scouting,13
15501,Assessing,17
15501,Inactive,170
16001,Scouting,13
16001,Assessing,17
16001,Inactive,170
16501,Scouting,13
16501,Assessing,17
16501,Inactive,170
17001,Assessing,18
17001,Scouting,12
17001,Inactive,170
17501,Assessing,18
17501,Scouting,12
17501,Inactive,170
18001,Assessing,19
18001,Scouting,11
18001,Inactive,170
18501,Assessing,19
18501,Scouting,11
18501,Inactive,170
19001,Assessing,19
19001,Scouting,11
19001,Inactive,170
19501,Assessing,20
19501,Scouting,10
19501,Inactive,170
20001,Assessing,19
20001,Recruiting,1
20001,Scouting,10
20001,Inactive,170
20501,Assessing,19
20501,Recruiting,1
20501,Scouting,10
20501,Inactive,170
21001,Assessing,18
21001,Recruiting,1
21001,Scouting,11
21001,Inactive,170
21501,Assessing,17
21501,Recruiting,1
21501,Scouting,12
21501,Inactive,170
22001,Assessing,18
22001,Recruiting,1
22001,Scouting,11
22001,Inactive,169
22001,Following,1
22501,Assessing,17
22501,Recruiting,2
22501,Scouting,10
22501,Following,2
22501,Inactive,169
23001,Assessing,18
23001,Recruiting,2
23001,Scouting,10
23001,Inactive,169
23001,Following,1
23501,Assessing,18
23501,Recruiting,2
23501,Scouting,10
23501,Inactive,169
23501,Following,1
24001,Assessing,16
24001,Recruiting,2
24001,Scouting,12
24001,Inactive,170
24501,Assessing,16
24501,Recruiting,2
24501,Scouting,11
24501,Following,1
24501,Inactive,170
25001,Assessing,16
25001,Recruiting,2
25001,Scouting,11
25001,Following,1
25001,Inactive,170
25501,Assessing,17
25501,Recruiting,2
25501,Scouting,11
25501,Inactive,170
26001,Assessing,16
26001,Recruiting,3
26001,Scouting,11
26001,Inactive,170
26501,Assessing,14
26501,Recruiting,5
26501,Scouting,11
26501,Inactive,170
27001,Assessing,12
27001,Recruiting,7
27001,Scouting,11
27001,Inactive,170
27501,Assessing,13
27501,Recruiting,7
27501,Scouting,10
27501,Inactive,169
27501,Following,1
28001,Assessing,12
28001,Recruiting,8
28001,Scouting,9
28001,Following,3
28001,Inactive,168
28501,Assessing,12
28501,Recruiting,8
28501,Scouting,9
28501,Following,5
28501,Inactive,166
29001,Assessing,12
29001,Scouting,9
29001,Recruiting,8
29001,Following,7
29001,Inactive,164
29501,Assessing,11
29501,Scouting,9
29501,Recruiting,9
29501,Following,8
29501,Inactive,163
30001,Assessing,12
30001,Scouting,8
30001,Recruiting,9
30001,Following,8
30001,Inactive,163
30501,Assessing,12
30501,Scouting,8
30501,Recruiting,9
30501,Following,8
30501,Inactive,163
31001,Recruiting,10
31001,Scouting,8
31001,Assessing,12
31001,Following,8
31001,Inactive,162
31501,Recruiting,10
31501,Scouting,8
31501,Assessing,14
31501,Following,6
31501,Inactive,162
32001,Recruiting,10
32001,Scouting,8
32001,Assessing,15
32001,Following,5
32001,Inactive,162
32501,Recruiting,10
32501,Scouting,8
32501,Assessing,17
32501,Following,4
32501,Inactive,161
33001,Recruiting,10
33001,Scouting,8
33001,Assessing,19
33001,Following,2
33001,Inactive,161
33501,Recruiting,10
33501,Assessing,22
33501,Scouting,5
33501,Following,3
33501,Inactive,160
34001,Recruiting,11
34001,Assessing,22
34001,Scouting,5
34001,Inactive,159
34001,Following,3
34501,Recruiting,11
34501,Assessing,22
34501,Scouting,5
34501,Inactive,159
34501,Following,3
35001,Recruiting,11
35001,Assessing,22
35001,Scouting,4
35001,Following,6
35001,Inactive,157
35501,Recruiting,12
35501,Assessing,21
35501,Scouting,4
35501,Following,8
35501,Inactive,155
36001,Recruiting,12
36001,Assessing,21
36001,Scouting,4
36001,Following,9
36001,Inactive,154
36501,Recruiting,12
36501,Assessing,22
36501,Scouting,4
36501,Following,8
36501,Inactive,154
37001,Recruiting,11
37001,Assessing,24
37001,Scouting,4
37001,Following,8
37001,Inactive,153
37501,Recruiting,11
37501,Assessing,26
37501,Scouting,2
37501,Following,8
37501,Inactive,153
38001,Recruiting,11
38001,Assessing,25
38001,Scouting,3
38001,Following,7
38001,Inactive,154
38501,Recruiting,11
38501,Assessing,27
38501,Scouting,4
38501,Following,5
38501,Inactive,153
39001,Recruiting,11
39001,Assessing,27
39001,Scouting,5
39001,Following,3
39001,Inactive,154
39501,Recruiting,11
39501,Assessing,28
39501,Scouting,4
39501,Following,3
39501,Inactive,154
40001,Recruiting,11
40001,Assessing,28
40001,Scouting,4
40001,Following,5
40001,Inactive,152
40501,Recruiting,11
40501,Assessing,31
40501,Scouting,4
40501,Following,2
40501,Inactive,152
41001,Recruiting,11
41001,Assessing,30
41001,Scouting,5
41001,Following,3
41001,Inactive,151
41501,Recruiting,11
41501,Assessing,30
41501,Scouting,6
41501,Following,2
41501,Inactive,151
42001,Recruiting,11
42001,Assessing,30
42001,Scouting,6
42001,Following,3
42001,Inactive,150
42501,Recruiting,11
42501,Assessing,30
42501,Scouting,5
42501,Following,4
42501,Inactive,150
43001,Recruiting,11
43001,Assessing,30
43001,Scouting,5
43001,Following,4
43001,Inactive,150
43501,Recruiting,11
43501,Assessing,30
43501,Scouting,5
43501,Following,4
43501,Inactive,150
44001,Recruiting,11
44001,Assessing,31
44001,Scouting,5
44001,Following,3
44001,Inactive,150
44501,Recruiting,11
44501,Assessing,32
44501,Scouting,5
44501,Following,2
44501,Inactive,150
45001,Recruiting,14
45001,Assessing,29
