Tick,State,Ants
1,Inactive,200
501,Inactive,200
1001,Inactive,200
1501,Inactive,192
1501,Scouting,8
2001,Scouting,31
2001,Inactive,169
2501,Scouting,38
2501,Inactive,162
3001,Scouting,38
3001,Inactive,162
3501,Scouting,38
3501,Assessing,1
3501,Inactive,161
4001,Scouting,38
4001,Assessing,1
4001,Inactive,161
4501,Scouting,37
4501,Assessing,2
4501,Inactive,161
5001,Scouting,37
5001,Assessing,2
5001,Inactive,161
5501,Scouting,37
5501,Assessing,2
5501,Inactive,161
6001,Scouting,36
6001,Assessing,3
6001,Inactive,161
6501,Scouting,35
6501,Assessing,4
6501,Inactive,161
7001,Scouting,34
7001,Assessing,5
7001,Inactive,161
7501,Scouting,34
7501,Assessing,5
7501,Inactive,161
8001,Scouting,34
8001,Assessing,5
8001,Inactive,161
8501,Scouting,34
8501,Assessing,5
8501,Inactive,161
9001,Scouting,33
9001,Assessing,6
9001,Inactive,161
9501,Scouting,32
9501,Assessing,7
9501,Inactive,161
10001,Scouting,32
10001,Assessing,7
10001,Inactive,161
10501,Scouting,32
10501,Assessing,7
10501,Inactive,161
11001,Scouting,31
11001,Assessing,8
11001,Inactive,161
11501,Scouting,31
11501,Assessing,8
11501,Inactive,161
12001,Scouting,30
12001,Assessing,9
12001,Inactive,161
12501,Scouting,30
12501,Assessing,9
12501,Inactive,161
13001,Scouting,30
13001,Assessing,9
13001,Inactive,161
13501,Scouting,30
13501,Assessing,9
13501,Inactive,161
14001,Scouting,30
14001,Assessing,9
14001,Inactive,161
14501,Scouting,30
14501,Assessing,9
14501,Inactive,161
15001,Scouting,30
15001,Assessing,9
15001,Inactive,161
15501,Scouting,30
15501,Assessing,9
15501,Inactive,161
16001,Scouting,30
16001,Assessing,9
16001,Inactive,161
16501,Scouting,30
16501,Assessing,9
16501,Inactive,161
17001,Scouting,30
17001,Assessing,9
17001,Inactive,161
17501,Scouting,30
17501,Assessing,9
17501,Inactive,161
18001,Scouting,30
18001,Assessing,9
18001,Inactive,161
18501,Scouting,31
18501,Assessing,8
18501,Inactive,161
19001,Scouting,30
19001,Assessing,9
19001,Inactive,161
19501,Scouting,29
19501,Assessing,9
19501,Recruiting,1
19501,Inactive,161
20001,Scouting,29
20001,Assessing,9
20001,Recruiting,1
20001,Inactive,161
20501,Scouting,29
20501,Assessing,9
20501,Recruiting,1
20501,Inactive,161
21001,Scouting,29
21001,Assessing,9
21001,Recruiting,1
21001,Inactive,161
21501,Scouting,28
21501,Assessing,10
21501,Recruiting,1
21501,Inactive,161
22001,Scouting,27
22001,Assessing,11
22001,Recruiting,1
22001,Inactive,160
22001,Following,1
22501,Scouting,27
22501,Assessing,11
22501,Recruiting,1
22501,Inactive,160
22501,Following,1
23001,Scouting,26
23001,Assessing,11
23001,Recruiting,2
23001,Inactive,160
23001,Following,1
23501,Assessing,11
23501,Scouting,25
23501,Recruiting,3
23501,Inactive,160
23501,Following,1
24001,Assessing,8
24001,Scouting,27
24001,Following,2
24001,Recruiting,3
24001,Inactive,160
24501,Assessing,7
24501,Scouting,28
24501,Following,2
24501,Recruiting,3
24501,Inactive,160
25001,Assessing,7
25001,Scouting,28
25001,Following,2
25001,Recruiting,3
25001,Inactive,160
25501,Assessing,7
25501,Scouting,28
25501,Following,3
25501,Recruiting,3
25501,Inactive,159
26001,Assessing,8
26001,Scouting,27
26001,Following,3
26001,Recruiting,3
26001,Inactive,159
26501,Assessing,11
26501,Scouting,27
26501,Inactive,159
26501,Recruiting,2
26501,Following,1
27001,Assessing,11
27001,Scouting,27
27001,Inactive,159
27001,Recruiting,2
27001,Following,1
27501,Assessing,12
27501,Scouting,25
27501,Following,2
27501,Inactive,159
27501,Recruiting,2
28001,Assessing,12
28001,Scouting,25
28001,Following,2
28001,Inactive,159
28001,Recruiting,2
28501,Assessing,12
28501,Scouting,25
28501,Following,2
28501,Inactive,159
28501,Recruiting,2
29001,Assessing,13
29001,Scouting,25
29001,Inactive,159
29001,Recruiting,2
29001,Following,1
29501,Assessing,14
29501,Scouting,25
29501,Inactive,159
29501,Recruiting,2
30001,Assessing,14
30001,Scouting,25
30001,Inactive,159
30001,Recruiting,2
30501,Assessing,14
30501,Scouting,25
30501,Inactive,159
30501,Recruiting,2
31001,Assessing,14
31001,Scouting,25
31001,Inactive,159
31001,Recruiting,2
31501,Assessing,14
31501,Scouting,25
31501,Inactive,157
31501,Recruiting,2
31501,Following,2
32001,Assessing,14
32001,Scouting,25
32001,Inactive,157
32001,Recruiting,2
32001,Following,2
32501,Assessing,14
32501,Scouting,25
32501,Inactive,157
32501,Recruiting,2
32501,Following,2
33001,Assessing,15
33001,Scouting,24
33001,Inactive,157
33001,Recruiting,2
33001,Following,2
33501,Assessing,15
33501,Scouting,24
33501,Inactive,157
33501,Recruiting,2
33501,Following,2
34001,Assessing,15
34001,Scouting,24
34001,Inactive,157
34001,Recruiting,2
34001,Following,2
34501,Assessing,15
34501,Scouting,24
34501,Inactive,157
34501,Recruiting,2
34501,Following,2
35001,Assessing,14
35001,Scouting,25
35001,Inactive,157
35001,Recruiting,2
35001,Following,2
35501,Assessing,16
35501,Scouting,25
35501,Inactive,157
35501,Recruiting,2
36001,Assessing,15
36001,Scouting,26
36001,Inactive,157
36001,Recruiting,2
36501,Assessing,14
36501,Scouting,27
36501,Inactive,157
36501,Recruiting,2
37001,Assessing,15
37001,Scouting,26
37001,Inactive,157
37001,Recruiting,2
37501,Assessing,14
37501,Scouting,27
37501,Inactive,155
37501,Recruiting,2
37501,Following,2
38001,Assessing,14
38001,Scouting,27
38001,Inactive,155
38001,Recruiting,2
38001,Following,2
38501,Scouting,28
38501,Assessing,13
38501,Inactive,155
38501,Recruiting,2
38501,Following,2
39001,Scouting,28
39001,Assessing,12
39001,Recruiting,3
39001,Inactive,155
39001,Following,2
39501,Scouting,28
39501,Assessing,11
39501,Recruiting,4
39501,Inactive,155
39501,Following,2
40001,Scouting,28
40001,Assessing,11
40001,Recruiting,4
40001,Inactive,155
40001,Following,2
40501,Scouting,27
40501,Assessing,12
40501,Recruiting,4
40501,Inactive,155
40501,Following,2
41001,Scouting,26
41001,Assessing,12
41001,Recruiting,4
41001,Inactive,155
41001,Following,3
41501,Scouting,26
41501,Assessing,13
41501,Recruiting,4
41501,Inactive,155
41501,Following,2
42001,Scouting,26
42001,Assessing,14
42001,Recruiting,4
42001,Inactive,155
42001,Following,1
42501,Scouting,26
42501,Assessing,14
42501,Recruiting,4
42501,Inactive,155
42501,Following,1
43001,Scouting,24
43001,Assessing,15
43001,Following,2
43001,Recruiting,4
43001,Inactive,155
43501,Scouting,23
43501,Assessing,14
43501,Recruiting,5
43501,Following,3
43501,Inactive,155
44001,Scouting,23
44001,Assessing,14
44001,Recruiting,5
44001,Following,4
44001,Inactive,154
44501,Scouting,23
44501,Assessing,16
44501,Recruiting,5
44501,Following,2
44501,Inactive,154
