Tick,State,Ants
1,Inactive,200
501,Inactive,200
1001,Inactive,200
1501,Inactive,186
1501,Scouting,14
2001,Inactive,169
2001,Scouting,31
2501,Scouting,38
2501,Inactive,162
3001,Scouting,38
3001,Inactive,162
3501,Scouting,38
3501,Inactive,162
4001,Scouting,38
4001,Inactive,162
4501,Scouting,37
4501,Assessing,1
4501,Inactive,162
5001,Scouting,37
5001,Assessing,1
5001,Inactive,162
5501,Scouting,37
5501,Assessing,1
5501,Inactive,162
6001,Scouting,37
6001,Assessing,1
6001,Inactive,162
6501,Scouting,36
6501,Assessing,2
6501,Inactive,162
7001,Scouting,36
7001,Assessing,2
7001,Inactive,162
7501,Scouting,36
7501,Assessing,2
7501,Inactive,162
8001,Assessing,3
8001,Scouting,35
8001,Inactive,162
8501,Assessing,3
8501,Scouting,35
8501,Inactive,162
9001,Assessing,3
9001,Scouting,35
9001,Inactive,162
9501,Assessing,3
9501,Scouting,35
9501,Inactive,162
10001,Assessing,3
10001,Scouting,35
10001,Inactive,162
10501,Assessing,3
10501,Scouting,35
10501,Inactive,162
11001,Assessing,3
11001,Scouting,35
11001,Inactive,162
11501,Assessing,3
11501,Scouting,35
11501,Inactive,162
12001,Assessing,3
12001,Scouting,35
12001,Inactive,162
12501,Assessing,4
12501,Scouting,34
12501,Inactive,162
13001,Assessing,4
13001,Scouting,34
13001,Inactive,162
13501,Assessing,5
13501,Scouting,33
13501,Inactive,162
14001,Assessing,6
14001,Scouting,32
14001,Inactive,162
14501,Assessing,7
14501,Scouting,31
14501,Inactive,162
15001,Assessing,7
15001,Scouting,31
15001,Inactive,162
15501,Assessing,8
15501,Scouting,30
15501,Inactive,162
16001,Assessing,8
16001,Scouting,30
16001,Inactive,162
16501,Assessing,8
16501,Scouting,30
16501,Inactive,162
17001,Assessing,8
17001,Scouting,30
17001,Inactive,162
17501,Assessing,8
17501,Scouting,30
17501,Inactive,162
18001,Assessing,10
18001,Scouting,28
18001,Inactive,162
18501,Assessing,9
18501,Scouting,29
18501,Inactive,162
19001,Assessing,10
19001,Scouting,28
19001,Inactive,162
19501,Assessing,10
19501,Scouting,28
19501,Inactive,162
20001,Assessing,11
20001,Scouting,27
20001,Inactive,162
20501,Assessing,11
20501,Scouting,27
20501,Inactive,162
21001,Assessing,12
21001,Scouting,26
21001,Inactive,162
21501,Assessing,12
21501,Scouting,26
21501,Inactive,162
22001,Assessing,12
22001,Scouting,26
22001,Inactive,162
22501,Assessing,13
22501,Scouting,25
22501,Inactive,162
23001,Assessing,14
23001,Scouting,24
23001,Inactive,162
23501,Assessing,14
23501,Scouting,24
23501,Inactive,162
24001,Assessing,14
24001,Scouting,24
24001,Inactive,162
24501,Recruiting,1
24501,Scouting,24
24501,Assessing,13
24501,Inactive,162
25001,Recruiting,1
25001,Scouting,23
25001,Assessing,14
25001,Inactive,162
25501,Recruiting,1
25501,Scouting,22
25501,Assessing,15
25501,Inactive,162
26001,Recruiting,1
26001,Scouting,21
26001,Assessing,16
26001,Inactive,162
26501,Recruiting,1
26501,Scouting,20
26501,Assessing,17
26501,Inactive,161
26501,Following,1
27001,Recruiting,1
27001,Scouting,20
27001,Assessing,17
27001,Inactive,161
27001,Following,1
27501,Recruiting,1
27501,Scouting,20
27501,Assessing,17
27501,Inactive,161
27501,Following,1
28001,Recruiting,2
28001,Scouting,20
28001,Assessing,16
28001,Inactive,161
28001,Following,1
28501,Recruiting,2
28501,Scouting,19
28501,Assessing,16
28501,Following,2
28501,Inactive,161
29001,Recruiting,2
29001,Scouting,19
29001,Assessing,16
29001,Following,2
29001,Inactive,161
29501,Recruiting,2
29501,Scouting,19
29501,Assessing,17
29501,Inactive,161
29501,Following,1
30001,Recruiting,2
30001,Scouting,20
30001,Assessing,16
30001,Inactive,161
30001,Following,1
30501,Recruiting,3
30501,Scouting,19
30501,Assessing,16
30501,Inactive,161
30501,Following,1
31001,Recruiting,3
31001,Scouting,19
31001,Assessing,17
31001,Inactive,161
31501,Recruiting,3
31501,Scouting,20
31501,Assessing,16
31501,Inactive,161
32001,Recruiting,3
32001,Scouting,20
32001,Assessing,16
32001,Inactive,161
32501,Recruiting,3
32501,Scouting,21
32501,Assessing,15
32501,Inactive,160
32501,Following,1
33001,Recruiting,4
33001,Scouting,21
33001,Assessing,14
33001,Inactive,160
33001,Following,1
33501,Recruiting,4
33501,Scouting,18
33501,Assessing,15
33501,Following,4
33501,Inactive,159
34001,Recruiting,5
34001,Scouting,17
34001,Assessing,15
34001,Following,4
34001,Inactive,159
34501,Recruiting,5
34501,Scouting,17
34501,Assessing,16
34501,Following,3
34501,Inactive,159
35001,Recruiting,6
35001,Scouting,17
35001,Assessing,15
35001,Following,3
35001,Inactive,159
35501,Recruiting,6
35501,Scouting,16
35501,Assessing,16
35501,Following,3
35501,Inactive,159
36001,Recruiting,7
36001,Scouting,16
36001,Following,3
36001,Assessing,15
36001,Inactive,159
36501,Recruiting,7
36501,Scouting,17
36501,Following,3
36501,Assessing,14
36501,Inactive,159
37001,Recruiting,7
37001,Scouting,17
37001,Following,2
37001,Assessing,15
37001,Inactive,159
37501,Recruiting,8
37501,Scouting,16
37501,Following,3
37501,Assessing,15
37501,Inactive,158
38001,Recruiting,9
38001,Scouting,15
38001,Assessing,16
38001,Inactive,158
38001,Following,2
38501,Recruiting,9
38501,Scouting,12
38501,Assessing,18
38501,Following,3
38501,Inactive,158
39001,Recruiting,9
39001,Scouting,12
39001,Assessing,18
39001,Following,4
39001,Inactive,157
39501,Recruiting,9
39501,Scouting,12
39501,Assessing,18
39501,Following,4
39501,Inactive,157
40001,Recruiting,9
40001,Scouting,12
40001,Assessing,18
40001,Following,5
40001,Inactive,156
40501,Recruiting,9
40501,Scouting,12
40501,Assessing,18
40501,Following,5
40501,Inactive,156
41001,Recruiting,10
41001,Scouting,12
41001,Assessing,18
41001,Following,4
41001,Inactive,156
41501,Recruiting,10
41501,Scouting,10
41501,Assessing,19
41501,Following,5
41501,Inactive,156
42001,Recruiting,10
42001,Scouting,10
42001,Assessing,20
42001,Following,4
42001,Inactive,156
42501,Recruiting,10
42501,Scouting,9
42501,Assessing,20
42501,Following,7
42501,Inactive,154
43001,Recruiting,10
43001,Scouting,10
43001,Assessing,19
43001,Following,7
43001,Inactive,154
43501,Recruiting,10
43501,Scouting,11
43501,Assessing,18
43501,Following,7
43501,Inactive,154
44001,Recruiting,10
44001,Scouting,10
44001,Assessing,20
44001,Following,6
44001,Inactive,154
44501,Recruiting,11
44501,Scouting,10
44501,Assessing,20
44501,Following,5
44501,Inactive,154
45001,Recruiting,11
45001,Scouting,9
45001,Assessing,22
45001,Following,4
45001,Inactive,154
45501,Recruiting,11
45501,Scouting,9
45501,Assessing,23
45501,Following,3
45501,Inactive,154
46001,Recruiting,11
46001,Scouting,9
46001,Assessing,24
46001,Inactive,154
46001,Following,2
46501,Recruiting,13
